passID,timestamp,stationRef,vehicleRef,charge,stationID,vehicleID,providerAbbr
SFO8198564;6/6/2021 11:08;GF00;YX66XYW62640;3.1;GF00;YX66XYW62640;GF
DCN4564468;6/6/2021 12:20;OO13;IC95TLY24827;2.0;OO13;IC95TLY24827;OO
ZSH3250004;6/6/2021 12:30;NE07;FY47TUN40300;1.0;NE07;FY47TUN40300;NE
YAJ9015200;6/6/2021 12:37;EG04;IN99SEN20660;2.8;EG04;IN99SEN20660;EG
UAZ6048660;6/6/2021 12:56;GF00;KW50MJG67260;2.2;GF00;KW50MJG67260;GF
OES8759459;6/6/2021 14:07;GF00;XF28DGK65250;2.0;GF00;XF28DGK65250;GF
QAP4584443;6/6/2021 14:28;KO05;RV87TIY76692;2.5;KO05;RV87TIY76692;KO
NRG4304949;6/6/2021 15:50;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
CJX4157043;6/6/2021 16:22;MR03;EZ65FLV39493;2.8;MR03;EZ65FLV39493;MR
YQR9631097;6/6/2021 16:36;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
BKT1770716;6/6/2021 16:45;MR07;QO68DIC93032;2.5;MR07;QO68DIC93032;MR
RLE5587926;6/6/2021 17:09;EG08;CM15YCB60994;2.0;EG08;CM15YCB60994;EG
ZQQ8037076;6/6/2021 17:10;AO18;DP11ENT03275;3.1;AO18;DP11ENT03275;AO
NAB8968920;6/6/2021 17:21;AO13;QW79CHL42244;2.8;AO13;QW79CHL42244;KO
WNV2567536;6/6/2021 18:08;MR00;KF48RSD79865;2.8;MR00;KF48RSD79865;MR
BWR8386164;6/6/2021 18:21;AO19;MU06LHX94338;2.8;AO19;MU06LHX94338;EG
QZJ1268941;6/6/2021 18:33;NE07;YX66XYW62640;2.2;NE07;YX66XYW62640;GF
OBW9324213;6/6/2021 18:59;NE07;FY47TUN40300;1.0;NE07;FY47TUN40300;NE
VKV5396452;6/6/2021 19:20;OO03;XV40HUQ04740;1.0;OO03;XV40HUQ04740;OO
UAU7933210;6/6/2021 20:49;AO04;SY96JDQ97089;1.5;AO04;SY96JDQ97089;AO
UUU3025909;6/6/2021 21:48;OO12;EE22TMX10817;2.0;OO12;EE22TMX10817;OO
HSZ8538375;6/6/2021 22:33;NE08;JF94VYA88954;2.0;NE08;JF94VYA88954;OO
CEY2543949;6/6/2021 23:26;NE13;EG95RTB75032;2.8;NE13;EG95RTB75032;NE
PVW8881652;6/6/2021 23:33;MR00;KF48RSD79865;2.8;MR00;KF48RSD79865;MR
WVA2721957;7/6/2021 0:26;OO08;AT19HLV57173;2.8;OO08;AT19HLV57173;OO
AUG6943168;7/6/2021 0:41;AO10;QX75YWC61835;2.8;AO10;QX75YWC61835;OO
ANP9616916;7/6/2021 0:50;MR05;BI87HYL81972;1.0;MR05;BI87HYL81972;MR
JAN3736685;7/6/2021 1:15;MR06;IZ65WAT29135;2.0;MR06;IZ65WAT29135;MR
INE8559047;7/6/2021 1:32;AO17;MX39VOS38645;2.8;AO17;MX39VOS38645;AO
VLC3794079;7/6/2021 1:40;OO03;AT19HLV57173;2.8;OO03;AT19HLV57173;OO
TIU4187950;7/6/2021 3:23;MR03;QR03XCJ37459;2.2;MR03;QR03XCJ37459;OO
URX6101446;7/6/2021 3:33;OO11;EE22TMX10817;2.0;OO11;EE22TMX10817;OO
UEC4129939;7/6/2021 3:53;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
UCE1722415;7/6/2021 3:57;AO14;RR98KQE80731;2.8;AO14;RR98KQE80731;MR
LLN8697000;7/6/2021 4:25;EG11;TE24LCO18661;1.25;EG11;TE24LCO18661;EG
MQX8662020;7/6/2021 5:35;KO00;ED51EWW52190;2.8;KO00;ED51EWW52190;KO
MTO0238459;7/6/2021 6:31;NE06;OY94SZK34436;2.5;NE06;OY94SZK34436;NE
MRY5056635;7/6/2021 7:09;EG06;QR03XCJ37459;2.8;EG06;QR03XCJ37459;OO
JUX1219517;7/6/2021 7:22;EG12;ED51EWW52190;3.1;EG12;ED51EWW52190;KO
WHN0969356;7/6/2021 8:33;KO08;QO77TFN61853;2.2;KO08;QO77TFN61853;KO
SOH8168143;7/6/2021 9:30;EG09;IN99SEN20660;2.8;EG09;IN99SEN20660;EG
FHK9394045;7/6/2021 10:16;KO05;HW75BKT77773;2.2;KO05;HW75BKT77773;KO
XIY2588974;7/6/2021 10:50;NE13;EV77EDV52985;1.0;NE13;EV77EDV52985;NE
FXN3758957;7/6/2021 10:59;OO07;LC72NRN52084;3.1;OO07;LC72NRN52084;OO
FNP9198433;7/6/2021 11:50;AO12;BZ76ROL87339;1.0;AO12;BZ76ROL87339;AO
PVP7574673;7/6/2021 12:54;NE16;PM58XHX45588;1.5;NE16;PM58XHX45588;NE
CEW1553557;7/6/2021 12:56;OO13;JF94VYA88954;2.8;OO13;JF94VYA88954;OO
PMH0093325;7/6/2021 13:19;NE16;QO68DIC93032;2.0;NE16;QO68DIC93032;MR
WWM3115385;7/6/2021 13:20;NE04;EV77EDV52985;1.0;NE04;EV77EDV52985;NE
UOR8305120;7/6/2021 14:18;MR07;UA13YTK28483;2.8;MR07;UA13YTK28483;MR
GDD3867142;7/6/2021 14:30;NE12;VX68BAR38623;1.5;NE12;VX68BAR38623;NE
FKG3881886;7/6/2021 14:38;AO18;YL27IFD65117;2.0;AO18;YL27IFD65117;AO
OWM9112769;7/6/2021 15:30;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
CCO1412305;7/6/2021 16:49;OO13;QX75YWC61835;2.5;OO13;QX75YWC61835;OO
AFF3250908;7/6/2021 17:02;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
MIJ3942929;7/6/2021 17:02;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
XOW1621771;7/6/2021 17:09;NE12;OC94ASJ72024;2.0;NE12;OC94ASJ72024;AO
XZT2903817;7/6/2021 18:10;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
EEZ0220666;7/6/2021 20:00;EG09;TV81MAQ99005;2.8;EG09;TV81MAQ99005;EG
ORL8149454;7/6/2021 20:13;OO05;EE22TMX10817;2.0;OO05;EE22TMX10817;OO
EPX1011656;7/6/2021 21:05;NE04;NZ35XLQ89678;1.5;NE04;NZ35XLQ89678;NE
BCW0734066;7/6/2021 21:45;MR01;RR98KQE80731;1.25;MR01;RR98KQE80731;MR
YDG7791358;7/6/2021 22:44;AO07;LG64ARC91224;13.0;AO07;LG64ARC91224;AO
DNJ8601206;7/6/2021 22:45;NE12;QX75YWC61835;2.5;NE12;QX75YWC61835;OO
IVR3776179;8/6/2021 0:07;AO03;KF48RSD79865;2.8;AO03;KF48RSD79865;MR
MDW6502309;8/6/2021 3:15;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
QEH8627683;8/6/2021 3:26;EG02;MU06LHX94338;1.5;EG02;MU06LHX94338;EG
PHM0531320;8/6/2021 4:45;EG01;XE59BZM26378;2.5;EG01;XE59BZM26378;EG
PCX3157579;8/6/2021 7:33;AO13;EC02LZC49528;2.8;AO13;EC02LZC49528;EG
QOG5044576;8/6/2021 7:45;EG06;PD45WOT56494;2.0;EG06;PD45WOT56494;NE
MBK2314676;8/6/2021 8:25;AO11;RR73DWB65452;2.8;AO11;RR73DWB65452;AO
YOR0500122;8/6/2021 8:37;KO02;IX01MVL33676;2.5;KO02;IX01MVL33676;KO
IAK4089411;8/6/2021 9:38;NE01;QH15HWX24570;2.0;NE01;QH15HWX24570;MR
DSK2423919;8/6/2021 9:41;AO09;OC94ASJ72024;2.8;AO09;OC94ASJ72024;AO
FCZ0257638;8/6/2021 10:26;MR05;QH15HWX24570;2.8;MR05;QH15HWX24570;MR
BWW6003021;8/6/2021 12:06;AO12;LM86GYO69819;2.8;AO12;LM86GYO69819;GF
BGQ7009818;8/6/2021 13:52;KO00;QO68DIC93032;2.0;KO00;QO68DIC93032;MR
QHR3256897;8/6/2021 14:33;EG09;TV81MAQ99005;2.8;EG09;TV81MAQ99005;EG
MOU1755626;8/6/2021 14:52;KO09;MQ65WJJ60020;1.25;KO09;MQ65WJJ60020;KO
WSO0175102;8/6/2021 15:23;AO19;OC94ASJ72024;1.0;AO19;OC94ASJ72024;AO
AXJ7865650;8/6/2021 15:47;MR07;BI87HYL81972;1.0;MR07;BI87HYL81972;MR
WRP2227743;8/6/2021 15:49;KO08;QW79CHL42244;2.8;KO08;QW79CHL42244;KO
LWQ7988129;8/6/2021 16:15;KO09;JO50FSF60755;2.2;KO09;JO50FSF60755;KO
QHH6676653;8/6/2021 16:35;EG03;XE59BZM26378;2.0;EG03;XE59BZM26378;EG
HDB1880058;8/6/2021 17:27;KO08;KB55KTM48860;2.5;KO08;KB55KTM48860;KO
FHB9638810;8/6/2021 17:46;EG00;SL09NOT64494;2.5;EG00;SL09NOT64494;GF
BKE7198919;8/6/2021 20:47;NE01;EV77EDV52985;1.0;NE01;EV77EDV52985;NE
TQA8471351;8/6/2021 21:06;KO08;WY00MLL63827;1.0;KO08;WY00MLL63827;KO
BPV7201143;8/6/2021 21:18;KO09;QW79CHL42244;2.8;KO09;QW79CHL42244;KO
ZLO5831306;8/6/2021 22:04;NE10;EZ65FLV39493;2.8;NE10;EZ65FLV39493;MR
FGK2239413;8/6/2021 22:37;NE07;FY47TUN40300;1.0;NE07;FY47TUN40300;NE
WZL1182620;8/6/2021 22:48;OO04;FL13UMN92207;2.5;OO04;FL13UMN92207;KO
ORA9307923;8/6/2021 22:54;NE00;PM58XHX45588;1.5;NE00;PM58XHX45588;NE
YXQ0160923;8/6/2021 22:58;MR00;IA29IQS63679;2.8;MR00;IA29IQS63679;NE
JEZ2465832;8/6/2021 23:02;KO08;PF04UCA93312;2.5;KO08;PF04UCA93312;GF
LMO7256996;8/6/2021 23:53;AO03;OC94ASJ72024;1.0;AO03;OC94ASJ72024;AO
ZCN9147617;9/6/2021 0:15;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
UME5790896;9/6/2021 0:18;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
HBY7451720;9/6/2021 0:55;KO07;RV87TIY76692;2.5;KO07;RV87TIY76692;KO
ZAY7476495;9/6/2021 0:58;KO06;OY94SZK34436;2.5;KO06;OY94SZK34436;NE
QKU5443956;9/6/2021 1:41;NE11;NY14GZR94632;2.8;NE11;NY14GZR94632;NE
EMR1051233;9/6/2021 1:59;AO07;LG64ARC91224;13.0;AO07;LG64ARC91224;AO
DCB9849393;9/6/2021 2:25;NE15;QP02SYE47964;2.8;NE15;QP02SYE47964;NE
KGU3728323;9/6/2021 3:43;AO16;UA13YTK28483;2.8;AO16;UA13YTK28483;MR
GEK0021140;9/6/2021 4:13;AO02;PD45WOT56494;2.8;AO02;PD45WOT56494;NE
JST2708415;9/6/2021 4:14;AO18;DP11ENT03275;3.1;AO18;DP11ENT03275;AO
NRW3429925;9/6/2021 4:30;OO09;LC72NRN52084;3.1;OO09;LC72NRN52084;OO
PJZ3256042;9/6/2021 5:09;EG00;TE24LCO18661;1.25;EG00;TE24LCO18661;EG
QIU6313372;9/6/2021 6:00;GF00;YX66XYW62640;3.1;GF00;YX66XYW62640;GF
CLF8749027;9/6/2021 6:01;AO16;UO75YNW62238;2.8;AO16;UO75YNW62238;KO
VPS5151444;9/6/2021 6:54;NE13;NY14GZR94632;2.8;NE13;NY14GZR94632;NE
IMH9845715;9/6/2021 7:07;MR08;CR31GMR97972;1.5;MR08;CR31GMR97972;EG
LAX4591042;9/6/2021 7:55;KO02;EZ65FLV39493;3.1;KO02;EZ65FLV39493;MR
CKJ4907964;9/6/2021 7:56;EG01;EC02LZC49528;2.8;EG01;EC02LZC49528;EG
PDX0520640;9/6/2021 8:34;OO07;MX39VOS38645;3.1;OO07;MX39VOS38645;AO
DOO9059522;9/6/2021 9:33;AO18;HT62RDI04611;2.8;AO18;HT62RDI04611;AO
HGW5921069;9/6/2021 9:49;AO03;RR98KQE80731;2.8;AO03;RR98KQE80731;MR
NMO5371382;9/6/2021 10:25;GF00;MP14WFM40909;2.8;GF00;MP14WFM40909;GF
UZW9322802;9/6/2021 11:07;OO06;BK77KNV91142;2.8;OO06;BK77KNV91142;OO
FPF8453778;9/6/2021 11:25;OO04;EM54HQI58682;2.8;OO04;EM54HQI58682;OO
AKI0919186;9/6/2021 12:05;EG00;PF04UCA93312;2.2;EG00;PF04UCA93312;GF
FNH8105393;9/6/2021 12:41;NE15;PM58XHX45588;1.5;NE15;PM58XHX45588;NE
JPH7743130;9/6/2021 12:44;NE01;FY47TUN40300;1.0;NE01;FY47TUN40300;NE
VSN3583138;9/6/2021 13:14;KO08;FL13UMN92207;1.0;KO08;FL13UMN92207;KO
PAQ4916048;9/6/2021 13:42;MR00;BI87HYL81972;1.0;MR00;BI87HYL81972;MR
LYE0282658;9/6/2021 14:36;KO07;HW75BKT77773;2.2;KO07;HW75BKT77773;KO
KRU6873466;9/6/2021 15:51;AO04;DP11ENT03275;3.1;AO04;DP11ENT03275;AO
XRV9487069;9/6/2021 16:56;EG03;IW53OQE31439;2.8;EG03;IW53OQE31439;EG
HTA6253259;9/6/2021 18:35;KO08;QR03XCJ37459;1.5;KO08;QR03XCJ37459;OO
OTQ5080409;9/6/2021 19:32;EG11;IW53OQE31439;2.8;EG11;IW53OQE31439;EG
NMD0417048;9/6/2021 19:42;KO01;WY00MLL63827;1.0;KO01;WY00MLL63827;KO
IFA1451363;9/6/2021 20:41;MR01;EZ65FLV39493;2.8;MR01;EZ65FLV39493;MR
POA7570830;9/6/2021 21:27;AO05;HW75BKT77773;2.8;AO05;HW75BKT77773;KO
VYC6526584;9/6/2021 21:38;NE11;JV67MTI17124;2.5;NE11;JV67MTI17124;NE
XJV7673394;9/6/2021 22:25;NE06;IA29IQS63679;1.0;NE06;IA29IQS63679;NE
UPG0110036;9/6/2021 22:53;KO00;QO77TFN61853;2.2;KO00;QO77TFN61853;KO
YKP4755660;10/6/2021 0:00;NE03;FY47TUN40300;1.0;NE03;FY47TUN40300;NE
RVR1537068;10/6/2021 1:46;EG02;VL67TFO75321;13.0;EG02;VL67TFO75321;EG
NZB7608066;10/6/2021 1:48;MR07;RR98KQE80731;1.25;MR07;RR98KQE80731;MR
ZNH4871920;10/6/2021 2:22;KO09;WY00MLL63827;1.0;KO09;WY00MLL63827;KO
BSC4318374;10/6/2021 2:53;MR05;QO77TFN61853;2.2;MR05;QO77TFN61853;KO
PRJ1352570;10/6/2021 3:15;KO00;FL13UMN92207;1.0;KO00;FL13UMN92207;KO
ETS8155218;10/6/2021 3:31;NE01;NO82BAX82566;3.1;NE01;NO82BAX82566;NE
YOC1413853;10/6/2021 5:03;EG03;CR31GMR97972;1.5;EG03;CR31GMR97972;EG
IWG6265322;10/6/2021 5:06;OO04;AT19HLV57173;2.8;OO04;AT19HLV57173;OO
BRI2188583;10/6/2021 5:41;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
OXB4933296;10/6/2021 6:10;KO08;EN26OAB52983;1.0;KO08;EN26OAB52983;GF
THI4512593;10/6/2021 6:14;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
MSR4467822;10/6/2021 6:15;AO02;HR53SRO94328;2.8;AO02;HR53SRO94328;MR
XKG0918043;10/6/2021 6:42;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
EYL6096877;10/6/2021 6:59;AO06;LG64ARC91224;13.0;AO06;LG64ARC91224;AO
FUQ5277481;10/6/2021 8:09;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
VPZ5795010;10/6/2021 8:46;NE13;BM25PHF40639;2.0;NE13;BM25PHF40639;AO
VFO0601908;10/6/2021 8:51;AO03;DP11ENT03275;3.1;AO03;DP11ENT03275;AO
SLC6033857;10/6/2021 9:11;AO02;PE73VJU23485;2.8;AO02;PE73VJU23485;AO
LPB4331630;10/6/2021 9:54;OO11;HT62RDI04611;2.2;OO11;HT62RDI04611;AO
KHV5023132;10/6/2021 11:43;AO05;LG64ARC91224;13.0;AO05;LG64ARC91224;AO
ENY8274617;10/6/2021 11:54;EG07;WG11QVY31890;1.5;EG07;WG11QVY31890;OO
BYV1434708;10/6/2021 11:58;KO06;IO09FGE68100;2.2;KO06;IO09FGE68100;GF
XOT6847634;10/6/2021 12:14;AO08;OC94ASJ72024;1.0;AO08;OC94ASJ72024;AO
RIE9716949;10/6/2021 12:33;OO11;EM54HQI58682;2.8;OO11;EM54HQI58682;OO
BFB7711048;10/6/2021 12:54;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
RZJ4469453;10/6/2021 16:28;AO14;RR73DWB65452;2.8;AO14;RR73DWB65452;AO
KLL2359761;10/6/2021 20:01;KO09;WY00MLL63827;1.0;KO09;WY00MLL63827;KO
SQB7667750;10/6/2021 20:24;AO07;OC94ASJ72024;1.0;AO07;OC94ASJ72024;AO
EIL6600026;10/6/2021 22:27;OO04;XV40HUQ04740;1.0;OO04;XV40HUQ04740;OO
JQC5833499;10/6/2021 22:53;OO05;AT19HLV57173;2.8;OO05;AT19HLV57173;OO
LWO2548029;10/6/2021 23:10;KO01;KB55KTM48860;2.5;KO01;KB55KTM48860;KO
XSC6362977;10/6/2021 23:47;EG10;EC02LZC49528;1.0;EG10;EC02LZC49528;EG
KKD0978652;11/6/2021 0:29;AO16;DO24BCW15511;2.8;AO16;DO24BCW15511;KO
JOG9973624;11/6/2021 0:41;NE15;RV87TIY76692;3.1;NE15;RV87TIY76692;KO
PCI3582857;11/6/2021 2:52;OO09;RV87TIY76692;2.0;OO09;RV87TIY76692;KO
XMB6965278;11/6/2021 3:04;GF00;JE65QJK64802;2.8;GF00;JE65QJK64802;GF
SKT8120131;11/6/2021 3:53;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
WGG7917819;11/6/2021 4:30;KO06;QW79CHL42244;2.8;KO06;QW79CHL42244;KO
HET0042528;11/6/2021 5:26;MR05;QH15HWX24570;3.1;MR05;QH15HWX24570;MR
ZWZ3141447;11/6/2021 6:41;AO16;HT62RDI04611;2.8;AO16;HT62RDI04611;AO
AHE3546511;11/6/2021 7:37;NE15;IA29IQS63679;1.0;NE15;IA29IQS63679;NE
MHQ0660651;11/6/2021 7:38;MR08;QH15HWX24570;3.1;MR08;QH15HWX24570;MR
LPB4294901;11/6/2021 8:02;MR08;QN23UHH39091;2.8;MR08;QN23UHH39091;MR
PML3228680;11/6/2021 11:26;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
FMS3482773;11/6/2021 11:44;EG05;TZ48CCW54765;3.1;EG05;TZ48CCW54765;EG
CEA9066983;11/6/2021 11:46;GF00;JE65QJK64802;2.8;GF00;JE65QJK64802;GF
FTW2844551;11/6/2021 12:28;AO19;MX39VOS38645;2.8;AO19;MX39VOS38645;AO
MNQ3898016;11/6/2021 12:29;MR05;UA13YTK28483;2.8;MR05;UA13YTK28483;MR
JVH0731781;11/6/2021 13:40;NE02;NY14GZR94632;2.8;NE02;NY14GZR94632;NE
GTF2510703;11/6/2021 15:14;KO08;QW79CHL42244;2.8;KO08;QW79CHL42244;KO
VYP3585572;11/6/2021 16:25;MR00;UA13YTK28483;2.8;MR00;UA13YTK28483;MR
YRW5469755;11/6/2021 17:26;AO13;HT62RDI04611;2.8;AO13;HT62RDI04611;AO
TMU2260207;11/6/2021 19:27;AO08;PE73VJU23485;2.8;AO08;PE73VJU23485;AO
MAI4698805;11/6/2021 19:34;EG12;EC02LZC49528;2.8;EG12;EC02LZC49528;EG
ECT4329628;11/6/2021 19:50;NE06;QW79CHL42244;2.8;NE06;QW79CHL42244;KO
AEG8557073;11/6/2021 19:57;MR05;HW75BKT77773;1.25;MR05;HW75BKT77773;KO
MFS1741875;11/6/2021 20:01;EG03;DW44ZOO26361;2.5;EG03;DW44ZOO26361;EG
NRW1359493;11/6/2021 20:13;GF00;ZY93PCY41868;13.0;GF00;ZY93PCY41868;KO
LMX6884796;11/6/2021 20:15;GF00;EN26OAB52983;1.25;GF00;EN26OAB52983;GF
AUK8786836;11/6/2021 20:51;NE07;FY47TUN40300;1.0;NE07;FY47TUN40300;NE
HRV5682932;11/6/2021 21:01;AO06;HR53SRO94328;2.8;AO06;HR53SRO94328;MR
VBU1684309;11/6/2021 23:42;KO02;QW79CHL42244;2.8;KO02;QW79CHL42244;KO
PCP4852775;11/6/2021 23:51;OO06;QR03XCJ37459;2.8;OO06;QR03XCJ37459;OO
XZN2965771;11/6/2021 23:57;OO02;VJ92OYV94295;2.5;OO02;VJ92OYV94295;OO
XJX9208978;12/6/2021 0:06;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
LVQ6401894;12/6/2021 0:31;AO17;YL27IFD65117;2.0;AO17;YL27IFD65117;AO
ZMJ9768040;12/6/2021 1:39;GF00;CP56DAO45598;2.8;GF00;CP56DAO45598;GF
PVR7463093;12/6/2021 3:47;KO07;RV87TIY76692;2.5;KO07;RV87TIY76692;KO
KVY3745730;12/6/2021 4:22;OO06;XV40HUQ04740;1.0;OO06;XV40HUQ04740;OO
WXY2720976;12/6/2021 5:17;AO17;HT62RDI04611;2.8;AO17;HT62RDI04611;AO
JPZ3408466;12/6/2021 7:53;NE03;OY94SZK34436;2.5;NE03;OY94SZK34436;NE
JNC2641397;12/6/2021 8:36;AO19;QH15HWX24570;2.8;AO19;QH15HWX24570;MR
TCR7513943;12/6/2021 9:11;EG11;MU06LHX94338;1.5;EG11;MU06LHX94338;EG
OFX7835677;12/6/2021 12:10;MR02;EZ65FLV39493;2.8;MR02;EZ65FLV39493;MR
QMM0864930;12/6/2021 13:06;EG04;TE24LCO18661;1.25;EG04;TE24LCO18661;EG
XOK0871074;12/6/2021 13:53;MR03;QN23UHH39091;2.8;MR03;QN23UHH39091;MR
OLK9786496;12/6/2021 14:27;EG05;TE24LCO18661;1.25;EG05;TE24LCO18661;EG
RJJ0385742;12/6/2021 16:38;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
SYV1548027;12/6/2021 16:51;KO09;QO77TFN61853;2.2;KO09;QO77TFN61853;KO
QAG0401153;12/6/2021 16:56;KO06;HT62RDI04611;2.0;KO06;HT62RDI04611;AO
JMD9153402;12/6/2021 17:01;KO01;BY85QGR11636;1.0;KO01;BY85QGR11636;GF
JFH5656254;12/6/2021 17:09;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
ENT2443014;12/6/2021 18:02;OO05;JF94VYA88954;2.8;OO05;JF94VYA88954;OO
FKG7460100;12/6/2021 18:11;OO03;WG11QVY31890;1.0;OO03;WG11QVY31890;OO
RUP7015817;12/6/2021 19:01;EG02;IW53OQE31439;2.8;EG02;IW53OQE31439;EG
XMS0574515;12/6/2021 19:38;MR06;UA13YTK28483;2.8;MR06;UA13YTK28483;MR
FFO1276718;12/6/2021 19:44;KO05;JO50FSF60755;2.2;KO05;JO50FSF60755;KO
JJO2201102;12/6/2021 19:47;KO05;ZY93PCY41868;1.5;KO05;ZY93PCY41868;KO
CTA0798879;12/6/2021 20:46;NE11;JV67MTI17124;2.5;NE11;JV67MTI17124;NE
GJY5825216;12/6/2021 21:04;EG08;TE24LCO18661;1.25;EG08;TE24LCO18661;EG
LLC9279133;12/6/2021 21:32;NE01;PM58XHX45588;1.5;NE01;PM58XHX45588;NE
JSV4932071;12/6/2021 22:33;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
CNJ3272975;12/6/2021 23:20;AO19;HT62RDI04611;2.8;AO19;HT62RDI04611;AO
BIH4068894;13/6/2021 0:11;GF00;WU78BMX13511;1.0;GF00;WU78BMX13511;GF
SKM8766353;13/6/2021 1:03;OO03;RK48BOP88344;2.8;OO03;RK48BOP88344;OO
WYS3925260;13/6/2021 1:30;OO10;LC72NRN52084;3.1;OO10;LC72NRN52084;OO
NFI4821865;13/6/2021 2:01;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
VJU7013879;13/6/2021 3:22;OO03;WG11QVY31890;1.0;OO03;WG11QVY31890;OO
KPS6759863;13/6/2021 4:16;AO08;OC94ASJ72024;1.0;AO08;OC94ASJ72024;AO
NJS4106362;13/6/2021 4:57;OO07;AY38OQF67603;2.8;OO07;AY38OQF67603;OO
PEK1536426;13/6/2021 4:58;NE04;EG95RTB75032;2.8;NE04;EG95RTB75032;NE
OEY3798345;13/6/2021 5:03;EG11;JD78PQD35395;1.0;EG11;JD78PQD35395;EG
OQV6493561;13/6/2021 5:04;NE15;UP28MBM38391;1.0;NE15;UP28MBM38391;NE
MRL4663076;13/6/2021 5:57;MR08;QN23UHH39091;2.8;MR08;QN23UHH39091;MR
VGR8908175;13/6/2021 6:00;NE04;UP28MBM38391;1.0;NE04;UP28MBM38391;NE
VVV5800057;13/6/2021 7:43;KO02;RV87TIY76692;2.5;KO02;RV87TIY76692;KO
DIV4871874;13/6/2021 8:41;NE03;IA29IQS63679;1.0;NE03;IA29IQS63679;NE
WYK3941912;13/6/2021 9:56;KO06;RV87TIY76692;1.25;KO06;RV87TIY76692;KO
DFB2283422;13/6/2021 10:16;EG04;EC02LZC49528;2.8;EG04;EC02LZC49528;EG
UXL7041494;13/6/2021 10:17;MR07;UA13YTK28483;2.8;MR07;UA13YTK28483;MR
AAA0939423;13/6/2021 10:18;OO05;RK48BOP88344;2.8;OO05;RK48BOP88344;OO
OAS3940192;13/6/2021 11:06;EG04;DW44ZOO26361;2.5;EG04;DW44ZOO26361;EG
EHB0486619;13/6/2021 11:48;KO04;RV87TIY76692;2.5;KO04;RV87TIY76692;KO
UDJ2503676;13/6/2021 12:36;NE08;EV77EDV52985;1.0;NE08;EV77EDV52985;NE
MZD9580874;13/6/2021 13:43;KO00;WY00MLL63827;1.0;KO00;WY00MLL63827;KO
FSD3252358;13/6/2021 14:53;AO12;RR73DWB65452;2.8;AO12;RR73DWB65452;AO
NTG3836525;13/6/2021 15:48;GF00;WU78BMX13511;1.0;GF00;WU78BMX13511;GF
MHG3348034;13/6/2021 15:53;OO11;RK48BOP88344;2.8;OO11;RK48BOP88344;OO
ASC4717932;13/6/2021 16:18;KO05;IX01MVL33676;2.5;KO05;IX01MVL33676;KO
ZZN2302604;13/6/2021 18:15;GF00;CP56DAO45598;2.8;GF00;CP56DAO45598;GF
OZB6467828;13/6/2021 19:14;GF00;CK97FAU13897;2.5;GF00;CK97FAU13897;GF
UWC4617197;13/6/2021 20:50;OO04;VJ92OYV94295;2.5;OO04;VJ92OYV94295;OO
JFN0683776;13/6/2021 22:20;OO13;QX75YWC61835;2.5;OO13;QX75YWC61835;OO
RGI1117494;13/6/2021 23:01;AO11;EG95RTB75032;2.8;AO11;EG95RTB75032;NE
TEV9952478;13/6/2021 23:15;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
ILL8685329;14/6/2021 0:34;NE14;HE38BQH01623;2.0;NE14;HE38BQH01623;MR
MMK6973219;14/6/2021 0:47;EG04;DW44ZOO26361;2.5;EG04;DW44ZOO26361;EG
FPD3058191;14/6/2021 1:51;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
UDF7198688;14/6/2021 1:55;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
KID4346022;14/6/2021 2:08;OO10;SY96JDQ97089;2.0;OO10;SY96JDQ97089;AO
UDS5866906;14/6/2021 2:10;NE12;VX68BAR38623;1.5;NE12;VX68BAR38623;NE
JEP3241535;14/6/2021 2:12;NE08;NZ35XLQ89678;1.5;NE08;NZ35XLQ89678;NE
VOT0271428;14/6/2021 4:36;AO15;OY94SZK34436;2.8;AO15;OY94SZK34436;NE
ZQI3582864;14/6/2021 7:37;GF00;EN26OAB52983;1.25;GF00;EN26OAB52983;GF
